,sqft_above,sqft_living15,bathrooms,view,sqft_basement,floors,grade,condition,yr_built,yr_renovated,floors,price
19122,1410,1790,1.75,0,380,1.5,6,3,1900,0,1.5,179000
20448,3172,2704,2.5,0,0,2.0,8,3,2014,0,2.0,432500
8435,1290,1580,2.0,0,0,1.0,7,3,1994,0,1.0,200000
11759,1210,1780,1.75,0,700,1.0,7,4,1953,0,1.0,545000
1156,2230,2230,2.5,0,0,2.0,8,3,2003,0,2.0,305000
19020,2600,2470,2.5,0,0,2.0,9,3,2005,0,2.0,512000
20029,2217,1470,2.5,0,0,2.0,7,3,2009,0,2.0,275000
11774,980,1300,1.0,0,0,1.0,7,3,1951,0,1.0,237502
6750,1850,2370,2.5,0,0,2.0,8,3,1998,0,2.0,277000
7065,780,1620,1.0,0,0,1.0,6,3,1920,0,1.0,360000
4186,4390,3420,2.5,4,1370,2.0,12,4,1994,0,2.0,2880000
9657,2630,3850,2.25,2,1330,2.0,9,3,1925,0,2.0,1400000
9320,2510,2510,2.25,0,0,2.0,9,4,1979,0,2.0,605000
12931,1360,1360,2.5,0,0,2.0,8,3,2007,0,2.0,345000
7137,2750,2800,2.5,0,0,2.0,9,3,2005,0,2.0,419900
19084,1980,1980,1.5,0,0,2.0,8,3,1919,0,2.0,707000
7030,1560,2100,1.75,0,0,1.0,7,3,1974,0,1.0,310000
9326,1280,1820,2.25,0,600,1.0,7,3,1982,0,1.0,440000
6504,2060,2060,1.5,0,0,1.0,8,4,1949,0,1.0,815000
1165,1070,1190,1.0,0,0,1.0,7,4,1971,0,1.0,194000
3674,1510,1780,2.25,0,1030,1.5,7,4,1925,0,1.5,660000
3548,880,1960,1.0,0,0,1.0,7,3,1939,0,1.0,334550
6718,1260,1340,2.5,0,0,3.0,8,3,2009,0,3.0,305000
9916,3930,2740,3.5,0,0,2.0,9,3,1997,0,2.0,575000
13366,1660,1770,1.75,0,0,1.0,7,3,1972,0,1.0,331292
5546,1640,2400,2.75,0,1170,1.0,8,4,1978,0,1.0,600000
7695,1630,1470,2.0,0,0,1.0,7,5,1950,0,1.0,376500
13654,3240,1870,2.5,0,0,2.0,8,3,2001,0,2.0,575000
17792,2500,2460,2.5,0,0,2.0,8,3,2001,0,2.0,539900
11512,2960,2640,3.0,0,0,2.0,10,3,1995,0,2.0,849000
8993,1110,2100,1.75,0,510,1.0,7,3,1950,0,1.0,680000
6647,1200,1200,1.0,0,0,1.0,6,4,1977,0,1.0,168000
16205,2110,2300,2.5,0,0,2.0,9,3,2004,0,2.0,590000
21534,810,1260,2.0,0,450,2.0,7,3,2011,0,2.0,249000
10625,2650,2400,2.25,0,550,2.0,9,5,1914,0,2.0,995000
3651,1600,1360,2.0,0,0,1.0,7,3,1990,0,1.0,308550
20760,2760,3230,2.5,0,170,2.0,9,3,2007,0,2.0,800000
13665,2093,1520,2.5,0,0,1.5,7,5,1963,0,1.5,300000
1960,1330,1790,2.0,0,1330,1.0,7,4,1922,0,1.0,605000
1945,1530,2820,3.0,3,1370,1.0,8,5,1959,0,1.0,930000
11463,1540,1500,2.5,0,0,3.0,8,3,2004,0,3.0,543000
13861,1550,2080,2.25,0,530,1.5,7,3,2003,0,1.5,284000
3165,780,1510,2.0,1,980,1.0,7,3,1925,2004,1.0,285000
11402,1260,1310,2.5,0,0,2.0,8,3,1999,0,2.0,315000
5043,1590,2090,2.0,0,0,1.0,8,3,2001,0,1.0,337000
6585,1650,1810,1.75,0,0,1.0,7,3,1986,0,1.0,267500
7987,2320,2230,2.5,0,0,2.0,7,3,2007,0,2.0,305000
6993,1590,2560,2.0,0,1500,1.0,7,4,1974,0,1.0,595000
18273,5240,1930,5.25,2,0,2.0,10,3,2006,0,2.0,1860000
11312,1860,1860,2.5,0,0,2.0,7,3,2003,0,2.0,314950
673,1800,2180,1.75,3,0,2.0,8,4,1921,0,2.0,865000
7913,1010,1220,1.0,0,0,2.0,7,4,1981,0,2.0,315000
5538,2690,2640,2.75,0,0,2.0,8,3,1998,0,2.0,346290
16993,740,1060,1.75,0,740,1.0,6,4,1925,0,1.0,409000
20721,1720,1900,2.0,0,0,1.0,9,3,2011,0,1.0,441000
9206,1660,3450,2.25,4,1650,1.0,9,4,1973,0,1.0,1100000
4179,1750,1680,2.25,0,0,2.0,8,4,1977,0,2.0,341000
12304,2610,2500,2.5,0,610,2.0,8,3,2006,0,2.0,440000
13718,1040,1370,1.75,0,700,1.0,7,5,1954,0,1.0,364500
9819,1778,2840,2.5,0,0,2.0,7,3,1999,0,2.0,435000
2854,3400,2970,2.5,0,0,2.0,9,3,2004,0,2.0,799000
8938,1150,1690,2.5,0,540,2.0,8,3,2014,0,2.0,404763
17138,2960,2350,2.5,3,0,2.0,9,4,1990,0,2.0,750000
16404,1420,1700,1.75,4,1100,1.0,8,3,1960,0,1.0,750000
16955,5090,3830,5.25,0,0,2.0,12,3,2006,0,2.0,3100000
6210,1380,1440,1.0,0,0,1.0,7,5,1965,0,1.0,335000
6857,1260,1480,1.0,0,0,1.5,7,5,1951,0,1.5,461000
1796,1710,2060,2.75,0,620,1.5,7,3,1983,0,1.5,580000
10478,1320,2200,1.75,0,400,1.0,8,3,1985,0,1.0,348000
17156,1780,1820,2.0,0,890,1.5,9,4,1930,0,1.5,630000
7155,1200,1760,1.75,0,370,1.0,8,3,1974,0,1.0,515000
15965,1250,1250,2.0,0,0,1.0,7,3,1957,0,1.0,500000
12225,1350,2160,2.25,0,1070,1.0,8,4,1985,0,1.0,549000
5067,1160,1990,2.5,0,900,1.0,8,3,1953,2010,1.0,731100
7790,2230,2270,2.5,0,0,2.0,8,3,1994,0,2.0,325000
7042,1400,1820,1.75,0,590,1.0,8,4,1978,0,1.0,328000
18487,1310,1860,1.75,0,530,1.0,8,3,1976,0,1.0,432100
18495,1750,1760,2.25,0,210,2.0,7,3,2003,0,2.0,300000
14006,1170,1550,1.0,0,0,1.0,7,3,1913,0,1.0,286000
14814,1250,1030,1.5,0,0,1.0,7,3,1955,0,1.0,452000
19402,1020,1260,1.0,0,0,1.0,6,3,1937,1946,1.0,152275
19379,1270,1940,2.25,0,530,1.0,8,3,1979,0,1.0,445000
5542,2160,2160,2.5,0,0,2.0,7,3,2003,0,2.0,340000
14086,3010,2670,2.5,0,0,2.0,9,3,2000,0,2.0,600000
1429,1160,1640,2.0,0,600,1.0,7,5,1927,0,1.0,715000
1282,960,1350,1.0,0,0,1.0,6,3,1916,0,1.0,355000
421,1600,1580,1.75,0,0,1.0,7,5,1955,0,1.0,625000
19182,3200,3030,2.5,0,0,2.0,9,3,2007,0,2.0,360000
3635,1070,1160,1.0,0,0,1.5,7,3,1944,0,1.5,200000
14874,2010,1490,2.0,0,0,1.0,8,3,1953,0,1.0,310000
4437,2560,1620,3.0,0,0,1.0,8,3,2004,0,1.0,790000
5808,2340,2140,2.5,0,0,2.0,8,3,1989,0,2.0,569500
13711,930,1100,1.75,0,0,1.0,6,3,1923,2006,1.0,275000
19347,3140,3140,2.5,0,0,2.0,10,3,1994,0,2.0,780000
16702,1040,1000,1.0,0,0,1.0,6,3,1959,0,1.0,184900
15822,2940,3720,2.5,2,920,2.0,10,4,1985,0,2.0,1160000
16067,1640,2660,3.5,1,1590,1.0,10,3,2000,0,1.0,1390000
12712,2170,2020,2.5,0,0,2.0,7,3,1995,0,2.0,340000
1870,1040,1420,3.0,0,1040,1.0,7,3,1950,0,1.0,345000
7861,4200,3990,3.5,0,340,2.0,11,3,1998,0,2.0,1150000
2262,1210,1720,2.25,0,1320,1.0,7,4,1958,0,1.0,618000
15146,3240,3340,2.5,0,0,2.0,9,4,1978,0,2.0,975000
21067,2340,2790,2.5,0,0,2.0,8,3,2013,0,2.0,439990
4491,1320,1120,1.0,0,0,1.0,7,3,1979,0,1.0,150000
4427,1250,2190,1.75,0,940,1.0,7,4,1959,0,1.0,375000
17905,2800,2790,3.5,0,580,3.0,10,3,2008,0,3.0,1190000
18465,1250,1340,1.5,0,0,1.0,7,4,1969,0,1.0,358000
19945,3230,1910,4.75,0,710,2.0,10,3,2008,0,2.0,1700000
16275,1000,1320,1.75,0,330,1.0,7,3,1981,0,1.0,295500
4968,1350,2090,3.0,0,740,1.0,7,3,1994,0,1.0,385000
1132,2430,3090,4.0,0,1960,1.0,11,4,1994,0,1.0,1280000
3933,1200,1800,1.5,0,600,1.0,7,3,1957,0,1.0,442500
20020,1140,1430,2.25,0,290,2.0,8,3,2011,0,2.0,384000
7443,2340,1920,2.5,0,0,2.0,9,3,2004,0,2.0,597000
9300,1830,2010,1.75,0,0,1.5,6,3,1948,0,1.5,452000
2058,1540,2070,2.0,0,0,1.0,7,3,1998,0,1.0,272500
11023,1120,1810,1.75,0,700,1.5,7,3,1959,0,1.5,268500
7220,1210,1780,2.25,0,0,3.0,8,3,2014,0,3.0,520000
2711,4750,5380,3.5,4,2600,2.0,11,3,2001,0,2.0,1110000
7222,980,2030,1.0,0,0,1.5,7,3,1926,0,1.5,425000
12190,3540,2280,2.0,3,0,2.0,9,3,1970,0,2.0,775000
2924,1380,1260,2.0,0,0,2.0,7,4,1955,0,2.0,265000
9770,1450,1340,1.0,0,0,1.5,7,4,1919,0,1.5,450000
7084,1180,1760,2.25,0,170,2.0,7,3,2000,0,2.0,482000
13116,910,1510,1.75,0,730,1.0,7,4,1925,0,1.0,516000
11579,3020,3060,2.75,0,0,2.0,9,3,1976,2003,2.0,1190000
20670,1670,1670,2.0,0,0,1.0,7,3,2014,0,1.0,256703
14953,1570,1740,1.5,0,0,1.0,7,4,1972,0,1.0,458000
6434,1560,1280,1.0,0,0,1.5,7,4,1907,0,1.5,595000
14045,1750,1820,1.5,0,0,1.0,7,4,1966,0,1.0,410000
964,1300,1590,1.75,1,270,1.0,7,3,1953,0,1.0,335000
3466,1510,1500,2.0,0,0,1.5,7,4,1928,0,1.5,479200
10934,1820,2910,2.5,0,660,1.0,9,4,1967,0,1.0,1010000
3505,1390,1580,1.5,0,190,1.5,7,3,1945,0,1.5,535000
11637,2120,2170,2.5,0,0,2.0,8,3,2004,0,2.0,615000
10445,2120,2000,2.5,0,0,2.0,7,2,1983,0,2.0,396400
5589,2010,2010,2.5,0,0,2.0,8,3,1998,0,2.0,463000
12921,1440,1430,2.0,0,0,1.0,6,4,1942,1983,1.0,327200
12487,1100,1510,1.75,0,380,1.0,6,3,1920,1985,1.0,375950
7069,2050,2340,4.0,2,500,2.0,8,3,1940,2003,2.0,990000
8045,1560,1360,3.5,0,340,2.0,8,3,1999,0,2.0,385000
6412,2000,3230,2.5,3,1230,1.0,8,4,1973,0,1.0,795000
8920,2590,2590,2.5,0,0,2.0,8,4,1991,0,2.0,815000
11811,1500,1630,1.5,0,0,1.0,7,4,1958,0,1.0,419000
752,1230,1370,1.0,0,140,1.0,7,5,1944,0,1.0,447000
11448,1260,1320,1.75,0,0,1.0,7,3,1954,2014,1.0,475000
8467,3210,4080,3.5,2,870,2.0,12,3,1998,0,2.0,1290000
4597,830,1760,1.0,0,150,1.0,7,3,1950,2014,1.0,535000
11781,1000,1310,1.0,0,250,1.0,7,3,1952,0,1.0,275000
5651,2600,2750,1.75,0,0,1.5,8,4,1965,0,1.5,1020000
5307,1260,1850,1.0,0,700,1.0,7,4,1963,0,1.0,375000
19796,2060,2370,2.5,0,0,2.0,8,3,2014,0,2.0,326989
16008,2080,1630,2.5,0,0,2.0,8,3,1998,0,2.0,300000
1684,2220,2420,2.25,0,0,2.0,8,3,1987,0,2.0,470000
15314,2180,1410,3.5,0,1090,2.0,9,3,2011,0,2.0,1310000
8905,2010,1940,4.5,0,800,1.0,8,3,1958,0,1.0,290000
5097,2010,1850,2.5,0,0,2.0,8,4,1987,0,2.0,490000
19917,963,1230,2.5,0,270,2.0,7,3,2007,0,2.0,360000
19892,2880,2640,2.5,0,0,2.0,10,3,2008,0,2.0,1260000
8894,2860,2290,2.5,0,0,2.0,8,3,2004,0,2.0,650000
4300,1410,1580,1.0,0,0,1.0,7,3,1954,0,1.0,325000
12258,1150,1950,2.0,0,1120,1.0,7,3,1965,0,1.0,513000
4284,1280,1280,1.5,0,0,2.0,6,4,1985,0,2.0,183000
6918,850,1200,1.0,0,480,1.0,6,3,1910,0,1.0,417500
10491,1340,1370,2.0,0,0,2.0,7,3,1984,0,2.0,495000
19687,2475,2475,2.75,0,0,2.0,7,3,2014,0,2.0,319900
3792,790,800,1.0,0,0,1.0,6,4,1944,0,1.0,169500
17612,1380,3550,1.75,0,500,1.0,7,3,1967,0,1.0,725000
5520,1040,1240,1.75,0,620,1.0,7,3,1978,0,1.0,288000
14289,1310,1790,2.0,0,0,1.0,6,5,1951,0,1.0,223000
17356,1500,2480,3.0,0,980,1.0,8,3,1994,0,1.0,390000
20947,900,1350,1.5,0,140,2.0,9,3,2015,0,2.0,230000
2831,1430,1870,1.75,0,550,1.0,7,3,1973,0,1.0,450000
7894,2010,1890,2.0,0,0,2.0,6,4,1929,0,2.0,380000
13289,1270,1750,2.25,0,570,1.0,7,4,1980,0,1.0,265000
13226,730,790,1.0,0,0,1.0,6,3,1927,0,1.0,316000
15736,1300,1870,1.5,0,570,1.0,7,3,1962,0,1.0,485000
11229,1690,2190,2.5,2,360,1.0,8,4,1986,0,1.0,403900
4476,1630,1450,2.0,0,0,1.0,7,5,1959,0,1.0,360000
20534,1140,1150,1.75,0,0,2.0,8,3,2014,0,2.0,230000
5973,1200,1670,1.5,0,700,1.0,7,4,1968,0,1.0,275000
14908,1450,980,2.0,0,0,1.0,7,5,1951,0,1.0,393000
15913,1300,1570,1.0,0,0,1.0,7,4,1958,0,1.0,415000
8389,1400,2540,1.75,0,0,1.0,7,4,1977,0,1.0,460000
14341,2920,3420,2.5,0,0,2.0,10,5,1995,0,2.0,795000
4624,2090,1460,2.75,0,0,2.0,7,5,1967,0,2.0,710000
5851,720,1560,1.0,0,250,1.0,6,4,1943,0,1.0,172000
679,4370,4190,3.5,0,0,2.0,11,3,2001,0,2.0,1150000
5365,2250,2110,2.5,0,0,2.0,8,3,1991,0,2.0,572650
4607,1560,1660,1.5,0,0,1.0,7,2,1949,0,1.0,181000
852,1180,1270,2.5,0,340,2.0,8,3,2006,0,2.0,438000
867,1500,1730,2.5,0,0,2.0,8,3,1996,0,2.0,457500
13294,1460,1400,2.0,0,0,1.0,7,3,1957,2014,1.0,340000
5360,3080,2980,3.5,0,0,2.0,9,3,2003,0,2.0,775000
9913,1280,2460,1.0,0,0,1.0,7,3,1965,0,1.0,650000
3110,1340,2280,1.75,0,1110,1.0,8,5,1940,0,1.0,850000
9893,2000,2000,2.5,0,0,2.0,7,4,1993,0,2.0,290000
20702,1060,1620,2.5,0,530,2.0,8,3,2010,0,2.0,480000
15711,1560,1530,3.0,0,0,3.0,8,3,2006,0,3.0,640000
18496,1940,2600,2.75,3,1250,1.0,9,4,1949,1992,1.0,1650000
5901,1520,1370,1.5,0,0,1.0,7,4,1960,0,1.0,230000
7828,1640,2170,2.75,2,800,1.5,7,4,1941,0,1.5,725000
13038,1010,1570,1.0,0,0,1.0,5,5,1961,0,1.0,201000
4447,1760,1880,3.25,0,500,2.0,8,3,2000,0,2.0,477590
18407,1000,1490,1.0,0,0,1.0,7,3,1959,0,1.0,217000
19203,2320,2500,2.5,0,0,2.0,8,3,2003,0,2.0,589000
3887,3410,3721,2.75,0,0,1.5,10,4,1962,0,1.5,1230000
3288,820,1320,1.0,0,0,1.0,6,4,1925,0,1.0,363000
4823,1410,2700,2.5,0,1410,1.0,7,4,1967,0,1.0,318000
7785,2510,1870,2.25,0,0,2.0,8,3,1988,0,2.0,225000
19274,1540,2220,2.25,0,240,2.0,8,4,1989,0,2.0,675000
19300,2960,2800,2.5,0,0,2.0,9,3,1990,0,2.0,539950
1369,1000,1680,1.75,0,800,1.0,8,4,1941,0,1.0,749950
16069,1420,1620,1.75,0,0,1.0,7,4,1974,0,1.0,293000
15488,2390,2180,2.5,0,0,2.0,7,3,2002,0,2.0,349950
13766,1440,2000,1.75,0,660,1.0,8,3,1962,0,1.0,375000
16,1890,1890,2.0,0,0,2.0,7,3,1994,0,2.0,395000
4268,1980,1480,3.75,0,0,2.0,9,3,2009,0,2.0,912000
10332,970,960,2.0,0,970,1.0,7,4,1951,0,1.0,446000
16802,1830,2490,2.0,0,0,1.0,8,3,1989,0,1.0,305000
15110,1810,2230,2.0,0,0,1.0,7,4,1957,0,1.0,555700
13463,940,1550,2.0,0,740,1.0,6,3,1996,0,1.0,381000
16807,2910,2680,2.5,2,0,2.0,10,3,1993,0,2.0,610000
6433,870,1470,1.75,0,250,1.0,7,4,1916,0,1.0,445000
7009,1510,990,1.5,0,0,1.0,6,3,1938,0,1.0,199950
8453,1480,1370,1.5,0,0,1.0,7,3,1957,0,1.0,224000
2555,2450,3410,2.5,3,960,1.0,10,4,1973,0,1.0,649000
15070,1280,1600,2.25,0,320,1.0,7,3,1987,0,1.0,370000
13662,3680,3410,2.5,2,0,2.0,9,5,1946,1982,2.0,1900000
21089,3820,2330,2.75,0,0,2.0,10,3,2014,0,2.0,1270000
10803,3210,3880,4.25,0,1510,2.0,11,3,2005,0,2.0,875000
5795,1050,1610,2.5,0,480,2.0,8,3,2007,0,2.0,450000
11855,820,1000,1.0,0,0,1.0,6,4,1918,0,1.0,260000
3512,1330,1760,1.75,0,620,1.0,7,3,1963,0,1.0,325000
3112,1670,1670,2.5,0,0,2.0,8,3,2001,0,2.0,483500
7810,1610,1450,1.75,0,0,1.0,7,4,1964,0,1.0,160000
3159,1340,1880,1.5,2,500,1.0,8,3,1957,0,1.0,720000
18380,2780,2660,2.75,0,0,2.0,8,3,2001,0,2.0,705000
18477,1400,1420,2.25,0,120,2.0,8,3,1908,2006,2.0,672600
16572,1530,920,1.75,0,0,1.0,6,3,1942,2004,1.0,412500
3307,2120,2250,2.5,0,0,2.0,7,3,2006,0,2.0,400000
3274,2770,2070,2.5,0,0,2.0,9,3,2002,0,2.0,1310000
19715,3222,4362,4.0,0,946,2.0,10,3,2007,0,2.0,442000
3925,1100,2060,2.25,0,490,1.0,7,4,1976,0,1.0,405000
19400,2350,2210,2.25,0,0,2.0,8,3,1980,0,2.0,495000
8098,990,1260,1.0,0,0,2.0,7,3,1998,0,2.0,285000
19513,4360,2180,4.0,0,0,2.0,10,3,2007,0,2.0,1980000
10766,1320,2000,1.75,0,680,1.0,8,3,1972,0,1.0,410000
2523,1710,2270,2.5,0,0,2.0,8,4,1974,0,2.0,549000
7476,1080,1780,3.0,0,240,2.0,7,3,2003,0,2.0,359000
2121,2790,2790,2.5,0,0,2.0,9,3,1997,0,2.0,725500
19146,1940,1940,2.5,0,0,2.0,8,3,1965,0,2.0,423800
2410,3010,3010,2.75,0,0,2.0,9,3,1996,0,2.0,810000
13982,1100,1610,2.5,0,0,2.0,8,3,2006,0,2.0,190000
8648,1090,1520,1.75,0,680,1.0,7,3,1954,0,1.0,286000
2150,1370,1880,1.75,0,480,1.0,8,4,1973,0,1.0,605000
19422,1200,1780,1.75,0,300,1.0,7,3,1956,0,1.0,289950
16770,860,1360,1.0,0,0,1.0,7,3,1973,0,1.0,350000
13993,1370,2390,2.25,0,600,1.0,7,3,1962,0,1.0,405000
19380,2070,1450,3.25,1,650,2.0,10,3,2014,0,2.0,846000
8784,1120,1650,1.0,0,750,1.0,7,3,1955,0,1.0,499950
13024,1240,2080,2.25,0,500,1.0,8,3,1958,0,1.0,435000
2067,1030,1300,2.25,0,100,2.0,8,3,2004,0,2.0,437000
13026,1430,2050,1.75,0,1000,1.0,8,3,1953,0,1.0,402000
7584,1160,1570,2.5,0,0,1.0,7,4,1989,0,1.0,415000
7632,1100,1630,1.0,0,0,1.0,7,4,1965,0,1.0,416500
14531,3420,4240,2.5,0,0,2.0,11,3,1990,0,2.0,1230000
2952,1980,2180,2.75,0,570,2.0,8,4,1967,0,2.0,590000
5676,1450,1980,1.75,0,740,1.0,7,4,1962,0,1.0,725000
2923,3340,3420,2.5,0,0,2.0,10,3,2002,0,2.0,699000
19566,900,1280,1.0,0,0,1.0,7,3,1947,0,1.0,375000
6771,1470,1460,2.5,0,0,3.0,8,3,2006,0,3.0,408000
21486,1330,1350,2.5,0,180,2.5,8,3,2011,0,2.5,453000
18809,1590,2200,1.75,0,810,1.0,8,5,1956,0,1.0,569000
8235,1610,1730,2.5,0,430,1.0,8,5,1968,0,1.0,675000
4377,2840,3040,3.5,0,0,3.0,10,3,2006,0,3.0,717550
7593,1370,1370,1.0,0,0,1.0,7,3,1955,0,1.0,245000
21346,1500,1440,2.5,0,0,2.0,7,3,2005,0,2.0,405000
10778,2600,2330,2.5,0,0,2.0,7,3,2005,0,2.0,316000
13177,1080,1010,1.0,0,0,1.0,7,3,1954,0,1.0,325000
2776,1880,1760,3.5,0,390,2.0,8,3,1996,0,2.0,560000
13243,3490,3780,3.0,2,700,2.5,9,5,1928,0,2.5,2550000
19789,1320,1380,1.75,0,0,3.0,9,3,2015,0,3.0,455000
4419,3020,2710,2.5,0,0,2.0,7,3,2003,0,2.0,275000
20137,2260,2240,2.5,0,0,2.0,8,3,2011,0,2.0,379000
1413,1830,1430,2.0,0,800,1.5,7,3,1944,2009,1.5,445000
16281,1500,1700,2.5,0,0,2.0,7,3,1994,0,2.0,405000
11881,1700,2280,3.0,0,540,1.0,8,4,1968,0,1.0,335500
6171,2570,2760,2.5,0,0,2.0,9,3,1999,0,2.0,670000
17916,1590,3000,2.0,1,480,1.0,7,3,1946,0,1.0,1350000
10066,1440,1440,3.0,2,0,3.5,8,3,2005,0,3.5,435000
15465,1580,2270,2.25,0,0,1.0,7,4,1958,0,1.0,549800
5521,1260,1320,1.75,0,0,1.0,7,3,1968,0,1.0,354000
10708,2979,3890,2.5,2,0,2.0,11,3,1993,0,2.0,912000
11025,2660,3290,2.5,0,0,2.0,9,3,1999,0,2.0,1130000
3845,3010,3010,2.5,0,0,2.0,8,3,2003,0,2.0,359950
12130,2200,2860,2.5,0,940,2.0,8,3,2004,0,2.0,744000
5192,1200,1620,1.75,0,340,1.0,8,2,1984,0,1.0,492450
5102,2140,2580,3.5,1,1210,1.0,7,3,1980,0,1.0,400000
15380,2460,2760,1.75,0,0,2.0,8,4,1952,0,2.0,635000
15904,1770,2230,2.5,3,1050,1.0,9,5,1952,0,1.0,960000
20326,3210,2410,3.75,0,1060,2.0,10,3,2014,0,2.0,1600000
389,1380,1610,1.5,0,660,1.0,7,3,1954,0,1.0,385000
14251,1400,1230,2.5,0,700,1.5,6,4,1916,0,1.5,429000
14502,1030,1390,2.0,0,680,1.0,7,5,1977,0,1.0,230000
20592,3110,3590,2.75,0,0,2.0,9,3,2014,0,2.0,799990
15593,1350,1440,1.75,0,0,1.0,6,4,1912,0,1.0,190000
4280,1100,1770,1.0,0,0,1.0,7,4,1955,0,1.0,178000
3918,1370,1365,2.0,0,0,1.0,8,3,2005,0,1.0,431500
21144,1610,2210,2.5,0,0,2.0,8,3,2010,0,2.0,415000
15347,1610,1080,2.5,0,140,1.0,7,4,1947,0,1.0,464500
17829,1040,1390,1.0,0,0,1.0,6,4,1950,0,1.0,299000
5777,2660,2590,2.5,0,0,2.0,9,3,1991,0,2.0,595000
6190,2380,2250,2.25,0,0,1.0,8,3,1977,0,1.0,594950
11658,1100,1380,1.5,0,0,1.0,7,4,1954,0,1.0,320000
20596,990,1330,2.5,0,10,2.0,7,3,2004,0,2.0,163800
669,2360,2220,3.25,0,800,2.0,9,5,1965,0,2.0,1250000
12287,860,1780,1.0,0,0,1.0,7,3,1940,0,1.0,345000
10390,1700,1700,2.5,0,0,2.0,7,5,1966,0,2.0,565000
10321,1580,1610,2.5,0,0,2.0,7,3,2003,0,2.0,247800
6912,1360,1500,1.0,0,0,1.5,7,5,1951,0,1.5,540000
18200,1270,1890,1.75,0,700,1.0,7,3,1964,0,1.0,315000
203,900,1430,1.5,0,400,1.0,7,4,1976,0,1.0,226500
5602,3270,3270,3.25,0,0,2.0,10,3,2001,0,2.0,835000
12798,1080,2010,1.75,0,500,1.0,7,3,1963,0,1.0,787500
12791,910,1040,1.0,0,360,1.0,7,4,1949,0,1.0,400000
2192,1240,1770,1.75,0,810,1.0,7,3,1979,0,1.0,265000
8082,1040,1420,1.0,0,0,1.0,7,3,1953,0,1.0,285650
12584,1560,1720,1.75,0,0,2.0,7,4,1980,0,2.0,360000
20882,3480,3490,2.5,0,0,2.0,9,3,2003,0,2.0,808000
20245,3360,3230,1.5,0,0,2.0,9,3,2014,0,2.0,834995
1421,2020,3160,2.5,3,2020,1.0,9,4,1951,0,1.0,1400000
9992,3210,2350,3.75,0,0,2.0,8,4,1985,0,2.0,690000
15672,4670,3810,2.5,0,0,2.0,11,3,1998,0,2.0,1000000
20148,1600,1445,2.5,0,0,2.0,8,3,2005,0,2.0,384500
11991,2370,2690,2.5,0,0,2.0,7,3,2004,0,2.0,435000
2249,1030,1030,1.0,0,0,1.0,7,3,1953,0,1.0,330000
15495,800,806,1.0,0,0,2.0,7,3,1999,0,2.0,269500
8756,2920,2360,2.5,0,0,2.5,9,3,1990,0,2.5,550000
21357,2800,2380,3.25,0,0,2.0,7,3,2011,0,2.0,325000
17623,2800,2530,2.5,0,0,2.0,9,3,2001,0,2.0,440000
705,1060,2240,1.0,2,0,1.0,6,4,1946,0,1.0,325000
18558,1830,2800,2.5,0,830,2.0,9,3,1988,0,2.0,768000
205,1630,2770,1.75,0,850,1.0,9,4,1966,0,1.0,840000
12293,1800,1610,1.5,0,0,1.0,7,3,1955,0,1.0,583000
8595,2500,2420,3.5,0,0,2.0,8,3,2000,0,2.0,538500
12990,1710,1940,2.25,0,1210,1.0,8,3,1956,0,1.0,680000
18796,830,1300,1.0,0,0,1.0,6,3,1954,0,1.0,200000
16304,1840,1910,1.75,0,0,1.0,8,3,1989,0,1.0,274950
18946,2750,2710,2.5,0,0,2.0,9,3,1994,0,2.0,556000
8374,1850,1160,1.75,0,0,1.0,7,3,1965,0,1.0,390000
4146,810,1490,1.0,0,0,1.0,7,3,1928,0,1.0,260600
996,850,1300,1.0,0,0,1.0,7,3,1922,0,1.0,553500
4721,1430,1480,1.75,0,0,1.0,7,5,1972,0,1.0,424000
18830,2510,1900,1.75,0,0,1.5,8,3,1969,0,1.5,570000
20547,4430,5790,3.25,3,1360,2.0,10,3,2014,0,2.0,1240000
20584,2350,2670,2.5,0,0,2.0,8,3,2014,0,2.0,469995
13141,1260,1760,2.25,0,390,1.0,7,3,1969,0,1.0,385000
18882,1020,2070,1.0,0,0,1.0,5,3,1900,0,1.0,210000
17605,2050,2320,2.5,0,0,2.0,8,3,2005,0,2.0,451000
18843,1180,1890,1.0,2,0,1.0,6,3,1948,0,1.0,229500
14963,620,1660,1.75,0,600,1.0,6,3,1905,0,1.0,385000
7150,930,1410,1.0,0,400,1.0,7,4,1919,1940,1.0,443500
13261,990,1390,2.0,0,830,1.0,7,5,1941,0,1.0,605000
10862,3250,3240,2.5,0,0,2.0,10,3,1994,0,2.0,791500
6551,940,1290,1.0,0,0,1.0,5,3,1947,0,1.0,121800
8549,3240,3240,2.5,0,340,1.0,9,3,1992,0,1.0,616500
3421,1600,2310,1.75,0,0,1.5,8,3,1940,0,1.5,672324
14448,1730,1340,1.5,0,770,1.5,7,5,1941,1984,1.5,417000
13877,3000,1550,2.5,0,0,2.0,8,3,1992,0,2.0,607500
10871,1710,1310,1.0,0,0,1.0,7,4,1972,0,1.0,255000
18184,1940,2110,2.5,0,0,2.0,8,3,2001,0,2.0,488000
20303,2060,2370,2.5,0,0,2.0,8,3,2014,0,2.0,324747
4903,3500,3110,3.5,0,0,2.0,10,3,1996,0,2.0,815000
16965,880,1540,1.0,0,580,1.0,6,4,1914,0,1.0,415000
20415,2060,2370,2.5,0,0,2.0,8,3,2014,0,2.0,339989
